"","internal.gene_id","gr.row","X","Chr","Start","End","Strand","Length","vectorbase.RU","orthoDB.collapsed","flybase.fbpp.collapsed","flybase.fbgn.collapsed","flybase.annot.collapsed","flybase.gene.collapsed","display.name","gene.family","gene.family.specific","dmel.blastx.fbpp","dmel.blastx.fbgn","dmel.blastx.annot","dmel.blastx.gene","dmel.blastx.evalues","reason"
"12","gene10121",1,"gene10121","supercont1.221;supercont1.221","373452;373729","373667;375141","+;+",1629,"AAEL006798","EOG85MQX1-EOG85MQX1-EOG85MQX1","FBpp0088126-FBpp0082070-FBpp0088127","FBgn0015039-FBgn0038037-FBgn0015038","CG4486-CG11466-CG4485","Cyp9b2-Cyp9f2-Cyp9b1","","","","FBpp0082070-FBpp0086933-FBpp0088126-FBpp0072228-FBpp0088127-FBpp0311645-FBpp0087770-FBpp0087100","FBgn0038037-FBgn0033775-FBgn0015039-FBgn0015040-FBgn0015038-FBgn0033302-FBgn0033304-FBgn0025454","CG11466-CG17577-CG4486-CG3616-CG4485-CG8687-CG2397-CG8453","Cyp9f2-Cyp9h1-Cyp9b2-Cyp9c1-Cyp9b1-Cyp6a14-Cyp6a13-Cyp6g1","2e-147-7e-125-5e-119-4e-111-2e-110-8e-89-2e-83-5e-80",""
"13","gene10126",1,"gene10126","supercont1.221;supercont1.221","390698;390966","390907;392448","+;+",1693,"AAEL006811","EOG85MQX1-EOG85MQX1-EOG85MQX1","FBpp0082070-FBpp0088127-FBpp0088126","FBgn0038037-FBgn0015038-FBgn0015039","CG11466-CG4485-CG4486","Cyp9f2-Cyp9b1-Cyp9b2","","","","FBpp0082070-FBpp0072228-FBpp0086933-FBpp0088126-FBpp0088127-FBpp0311645-FBpp0084553-FBpp0087770","FBgn0038037-FBgn0015040-FBgn0033775-FBgn0015039-FBgn0015038-FBgn0033302-FBgn0039519-FBgn0033304","CG11466-CG3616-CG17577-CG4486-CG4485-CG8687-CG13977-CG2397","Cyp9f2-Cyp9c1-Cyp9h1-Cyp9b2-Cyp9b1-Cyp6a14-Cyp6a18-Cyp6a13","8e-147-3e-114-1e-112-7e-111-1e-106-1e-92-1e-87-7e-84",""
"14","gene10131",5,"gene10131","supercont1.221;supercont1.221;supercont1.221;supercont1.221;supercont1.221;supercont1.221;supercont1.221","33230;35732;49830;50126;50382;51459;59849","33760;35818;49895;50314;51372;51604;61906","+;+;+;+;+;+;+",4068,"AAEL006792","EOG8VT8P7","FBpp0086621",NA,NA,NA,"","","","FBpp0312548","FBgn0267824","CG46146","PRAS40","8.00E-13",""
"15","gene10134",6,"gene10134","supercont1.221;supercont1.221","414882;415210","415147;416825","+;+",1882,"AAEL006802","EOG85MQX1-EOG85MQX1-EOG85MQX1","FBpp0088127-FBpp0082070-FBpp0088126","FBgn0015038-FBgn0038037-FBgn0015039","CG4485-CG11466-CG4486","Cyp9b1-Cyp9f2-Cyp9b2","","","","FBpp0082070-FBpp0086933-FBpp0088126-FBpp0072228-FBpp0088127-FBpp0086583-FBpp0311645-FBpp0085466-FBpp0087770","FBgn0038037-FBgn0033775-FBgn0015039-FBgn0015040-FBgn0015038-FBgn0033979-FBgn0033302-FBgn0000473-FBgn0033304","CG11466-CG17577-CG4486-CG3616-CG4485-CG10243-CG8687-CG9438-CG2397","Cyp9f2-Cyp9h1-Cyp9b2-Cyp9c1-Cyp9b1-Cyp6a19-Cyp6a14-Cyp6a2-Cyp6a13","5e-126-9e-112-8e-103-2e-99-4e-98-6e-72-6e-71-4e-70-5e-69",""
"16","gene10146",1,"gene10146","supercont1.265","1323170","1324500","+",1331,"AAEL007590",NA,NA,NA,NA,NA,"","","","FBpp0073669-FBpp0071697-FBpp0086089-FBpp0292990","FBgn0030521-FBgn0034709-FBgn0034229-FBgn0013770","CG10992-CG3074-CG4847-CG6692","CtsB1-Swim-CG4847-Cp1","2e-73-2e-33-3e-15-1e-14",""
"17","gene10155",1,"gene10155","supercont1.265;supercont1.265;supercont1.265;supercont1.265;supercont1.265;supercont1.265","557405;557588;576383;577872;620517;621092","557526;559535;576886;578072;621017;621416","-;-;-;-;-;-",3601,"AAEL007593","EOG89368V","FBpp0082184","FBgn0003450","CG7996","snk","","","","FBpp0082184-FBpp0071174-FBpp0084732-FBpp0289348-FBpp0074401","FBgn0003450-FBgn0030051-FBgn0039630-FBgn0038114-FBgn0030925","CG7996-CG2056-CG11843-CG11670-CG6361","snk-spirit-CG11843-CG11670-Hayan","7e-62-5e-53-5e-48-2e-46-3e-44",""
"18","gene10159",1,"gene10159","supercont1.265","1279678","1280850","+",1173,"AAEL007599",NA,NA,NA,NA,NA,"","","","FBpp0073669-FBpp0071697-FBpp0292990-FBpp0086090","FBgn0030521-FBgn0034709-FBgn0013770-FBgn0034229","CG10992-CG3074-CG6692-CG4847","CtsB1-Swim-Cp1-CG4847","4e-93-4e-44-4e-22-7e-20",""
"19","gene10161",1,"gene10161","supercont1.265","1262510","1264618","-",2109,"AAEL007585",NA,NA,NA,NA,NA,"","","","FBpp0073669-FBpp0071697-FBpp0078464-FBpp0086089","FBgn0030521-FBgn0034709-FBgn0260462-FBgn0034229","CG10992-CG3074-CG12163-CG4847","CtsB1-Swim-CG12163-CG4847","5e-90-2e-44-4e-18-6e-18",""
"20","gene10175",1,"gene10175","supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122","1649812;1650463;1651136;1651365;1651743;1666024","1650398;1650965;1651294;1651680;1651828;1666132","-;-;-;-;-;-",1760,"AAEL004513","EOG8QNQMW-EOG8QNQMW","FBpp0074983-FBpp0070689","FBgn0036727-FBgn0029733","CG7589-CG6927","CG7589-CG6927","","","","FBpp0070689-FBpp0074983-FBpp0085128-FBpp0310354","FBgn0029733-FBgn0036727-FBgn0039840-FBgn0024963","CG6927-CG7589-CG11340-CG7535","CG6927-CG7589-CG11340-GluClalpha","0-0-1e-162-5e-50",""
"21","gene10176",4,"gene10176","supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122","2263242;2267030;2267181;2267465;2267726;2268156;2268392;2268611;2277985;2283420;2285811;2320873;2321658;2333703;2335201;2339221;2361435;2397448","2264854;2267113;2267403;2267653;2268090;2268332;2268550;2268772;2278185;2283575;2285961;2321015;2321895;2334231;2336320;2339251;2362349;2397722","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",6731,"AAEL004520","EOG8HX7RG","FBpp0111456","FBgn0085370","CG34341","Pde11","","","","FBpp0111456-FBpp0289559-FBpp0288910","FBgn0085370-FBgn0038237-FBgn0259171","CG34341-CG8279-CG42276","Pde11-Pde6-Pde9","0-0-3e-36",""
"22","gene10178",2,"gene10178","supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122","86105;109207;109462;109940;110177","86815;109390;109789;110117;113728","+;+;+;+;+",4953,"AAEL004524",NA,NA,NA,NA,NA,"","","","FBpp0074401-FBpp0074400-FBpp0082184-FBpp0071174","FBgn0030925-FBgn0030926-FBgn0003450-FBgn0030051","CG6361-CG6367-CG7996-CG2056","Hayan-psh-snk-spirit","2e-53-3e-51-6e-44-2e-38",""
"23","gene10180",2,"gene10180","supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122","48296;48729;48969;62552;64778","48663;48906;49266;62729;64877","-;-;-;-;-",1122,"AAEL004518","EOG8T4GM1-EOG8T4GM1","FBpp0074400-FBpp0111913","FBgn0030926-FBgn0030925","CG6367-CG6361","psh-Hayan","","","","FBpp0074401-FBpp0074400-FBpp0071174-FBpp0289348-FBpp0111746","FBgn0030925-FBgn0030926-FBgn0030051-FBgn0038114-FBgn0003450","CG6361-CG6367-CG2056-CG11670-CG7996","Hayan-psh-spirit-CG11670-snk","7e-60-6e-56-5e-42-4e-38-4e-36",""
"24","gene10182",4,"gene10182","supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122","187589;188094;196070;197721;197799","188032;189117;196558;197796;197909","+;+;+;+;+",2144,"AAEL004530",NA,NA,NA,NA,NA,"","","","FBpp0075533-FBpp0078112-FBpp0079702-FBpp0070465-FBpp0082593-FBpp0079847","FBgn0025874-FBgn0037120-FBgn0032295-FBgn0000520-FBgn0038301-FBgn0020309","CG8474-CG11247-CG12299-CG2711-CG6654-CG14938","Meics-CG11247-CG12299-dwg-CG6654-crol","2e-40-3e-36-3e-35-7e-35-8e-35-2e-34",""
"25","gene10185",2,"gene10185","supercont1.122;supercont1.122","1752872;1755851","1754012;1756200","+;+",1491,"AAEL004511","EOG805VSJ","FBpp0086851","FBgn0033808","CG4627","CG4627","","","","FBpp0086851","FBgn0033808","CG4627","CG4627","1.00E-24",""
"26","gene10190",1,"gene10190","supercont1.122;supercont1.122;supercont1.122;supercont1.122","1774986;1775084;1775413;1776254","1774993;1775348;1776179;1777010","-;-;-;-",1797,"AAEL004529","EOG8SBHQ1-EOG8SBHQ1-EOG8SBHQ1","FBpp0080949-FBpp0080952-FBpp0080951","FBgn0032889-FBgn0051674-FBgn0051673","CG9331-CG31674-CG31673","CG9331-CG31674-CG31673","","","","FBpp0080946","FBgn0032889","CG9331","CG9331","4.00E-105",""
"27","gene10193",2,"gene10193","supercont1.122;supercont1.122","1764215;1764424","1764364;1765134","+;+",861,"AAEL004527","EOG87SW66","FBpp0079597","FBgn0032236","CG5108","mRpS7","","","","FBpp0079597-FBpp0074180-FBpp0082465","FBgn0032236-FBgn0002590-FBgn0038277","CG5108-CG8922-CG7014","mRpS7-RpS5a-RpS5b","1e-83-0.001-0.001",""
"28","gene10225",2,"gene10225","supercont1.91;supercont1.91","505610;507819","507338;509530","-;-",3441,"AAEL003563","EOG8Z395Q","FBpp0083029","FBgn0038584","CG7175","mTerf5","","","","FBpp0083029","FBgn0038584","CG7175","mTerf5","1.00E-119",""
"29","gene10232",7,"gene10232","supercont1.91;supercont1.91;supercont1.91;supercont1.91;supercont1.91;supercont1.91;supercont1.91","357330;360842;361243;362362;362686;384905;385103","358269;361180;361488;362623;362976;385040;385182","-;-;-;-;-;-;-",2294,"AAEL003569","EOG8RBT9C-EOG8RBT9C-EOG8RBT9C","FBpp0085159-FBpp0112227-FBpp0085157","FBgn0039856-FBgn0039855-FBgn0039854","CG1774-CG1638-CG1635","CG1774-CG1638-CG1635","","","","FBpp0085157-FBpp0112227-FBpp0085159-FBpp0078952-FBpp0099868","FBgn0039854-FBgn0039855-FBgn0039856-FBgn0031844-FBgn0039544","CG1635-CG1638-CG1774-CG13771-CG12877","CG1635-CG1638-CG1774-CG13771-CG12877","1e-179-1e-145-2e-129-1e-87-8e-04",""
"30","gene1024",4,"gene1024","supercont1.219;supercont1.219","1304018;1353991","1304928;1358615","+;+",5536,"AAEL006747","EOG880MN6","FBpp0088518","FBgn0026309","CG5032","aft","","","","FBpp0088518-FBpp0070639-FBpp0082832-FBpp0073943","FBgn0026309-FBgn0029693-FBgn0038471-FBgn0030720","CG5032-CG6379-CG5220-CG8939","aft-CG6379-CG5220-CG8939","2e-101-2e-16-3e-06-8e-04",""
"31","gene10264",2,"gene10264","supercont1.348;supercont1.348;supercont1.348","828959;847374;847818","830608;847534;848749","-;-;-",2743,"AAEL008768","EOG8GBB00","FBpp0303170","FBgn0262732","CG4143","mbf1","","","","FBpp0075151","FBgn0262732","CG4143","mbf1","6.00E-80",""
"32","gene10292",1,"gene10292","supercont1.455;supercont1.455","536086;536176","536111;537810","+;+",1661,"AAEL010132",NA,NA,NA,NA,NA,"","","","FBpp0288699-FBpp0076139-FBpp0075624-FBpp0075570-FBpp0310279","FBgn0036587-FBgn0036040-FBgn0010452-FBgn0023095-FBgn0028872","CG4950-CG6749-CG11280-CG11282-CG18095","CG4950-CG6749-trn-caps-CG18095","4e-19-2e-17-8e-17-1e-16-3e-15",""
"33","gene103",3,"gene103","supercont1.355;supercont1.355;supercont1.355;supercont1.355;supercont1.355","22173;22387;112228;112508;112773","22325;22548;112439;112717;113987","+;+;+;+;+",1952,"AAEL017196","EOG80GGGD","FBpp0074133","FBgn0027528","CG9634","goe","","","","FBpp0074133-FBpp0070000-FBpp0293663-FBpp0306704","FBgn0027528-FBgn0031081-FBgn0027570-FBgn0038818","CG9634-CG9565-CG9761-CG4058","goe-Nep3-Nep2-Nep4","2e-70-4e-18-4e-15-9e-15",""
"34","gene10313",2,"gene10313","supercont1.389;supercont1.389;supercont1.389;supercont1.389;supercont1.389;supercont1.389;supercont1.389;supercont1.389;supercont1.389;supercont1.389;supercont1.389;supercont1.389;supercont1.389;supercont1.389;supercont1.389","718052;740018;744951;785225;785651;790188;790385;790619;806433;806807;807077;807333;807566;807807;838718","718542;744879;745028;785584;785864;790334;790534;790766;806489;806877;807257;807496;807713;807859;839674","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",8081,"AAEL009326","EOG8PVRQ8","FBpp0300445","FBgn0028734","CG6203","Fmr1","","","","FBpp0081675","FBgn0028734","CG6203","Fmr1","0",""
"35","gene1032",1,"gene1032","supercont1.219;supercont1.219;supercont1.219;supercont1.219","1432970;1463618;1464205;1464942","1433541;1464123;1464692;1465541","+;+;+;+",2166,"AAEL006736","EOG8GQSWP","FBpp0086049","FBgn0034262","CG14485","swi2","","","","FBpp0086049-FBpp0070260-FBpp0080080-FBpp0303574-FBpp0297410","FBgn0034262-FBgn0001189-FBgn0026760-FBgn0264089-FBgn0036494","CG14485-CG3095-CG7121-CG43758-CG7250","swi2-hfw-Tehao-sli-Toll-6","4e-88-1e-25-3e-09-2e-08-3e-08",""
"36","gene10346",3,"gene10346","supercont1.113;supercont1.113;supercont1.113;supercont1.113;supercont1.113","1995945;2013409;2014370;2014916;2021549","1996448;2014256;2014441;2015074;2022221","-;-;-;-;-",2256,"AAEL017378","EOG8Q87P5","FBpp0086790","FBgn0024556","CG6050","EfTuM","","","","FBpp0086790-FBpp0088054-FBpp0085193-FBpp0304260","FBgn0024556-FBgn0033184-FBgn0000557-FBgn0000556","CG6050-CG12736-CG1873-CG8280","EfTuM-CG12736-Ef1alpha100E-Ef1alpha48D","0-5e-156-9e-45-2e-43",""
"37","gene10351",2,"gene10351","supercont1.113;supercont1.113","1345313;1352849","1345999;1353371","+;+",1210,"AAEL004282","EOG82FW8R","FBpp0078900","FBgn0031817","CG9531","CG9531","","","","FBpp0078900","FBgn0031817","CG9531","CG9531","1.00E-74",""
"38","gene10364",2,"gene10364","supercont1.113;supercont1.113;supercont1.113;supercont1.113;supercont1.113;supercont1.113;supercont1.113","1232131;1246979;1247477;1248212;1248655;1257135;1257351","1232761;1247163;1247866;1248593;1248957;1257291;1258320","+;+;+;+;+;+;+",3018,"AAEL004294","EOG8HHRT8","FBpp0079072","FBgn0031912","CG5261","CG5261","","","","FBpp0079072-FBpp0073781-FBpp0081834","FBgn0031912-FBgn0030612-FBgn0037891","CG5261-CG5599-CG5214","CG5261-CG5599-CG5214","4e-176-9e-25-1e-18",""
"39","gene10367",3,"gene10367","supercont1.113;supercont1.113;supercont1.113","1275439;1275868;1282580","1275795;1276206;1283546","+;+;+",1663,"AAEL004301",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"40","gene1037",7,"gene1037","supercont1.219;supercont1.219;supercont1.219","1583819;1583947;1591851","1583884;1584988;1592011","+;+;+",1269,"AAEL006734","EOG8FR3H6","FBpp0076000","FBgn0027615","CG6404","CG6404","","","","FBpp0076000-FBpp0076251","FBgn0027615-FBgn0035960","CG6404-CG4942","CG6404-CG4942","1e-171-8e-18",""
"41","gene10393",2,"gene10393","supercont1.195;supercont1.195","388042;399261","389736;400731","+;+",3166,"AAEL006227","EOG82FW85","FBpp0076868","FBgn0035591","CG4611","CG4611","","","","FBpp0076868","FBgn0035591","CG4611","CG4611","0",""
"42","gene10402",2,"gene10402","supercont1.195;supercont1.195;supercont1.195;supercont1.195;supercont1.195;supercont1.195","402727;413905;426426;447012;453840;463314","406983;413937;426714;447275;455849;463522","-;-;-;-;-;-",7062,"AAEL006216","EOG8XKXZG","FBpp0074781","FBgn0036862","CG9619","Gbs-76A","","","","FBpp0074781-FBpp0075466","FBgn0036862-FBgn0036428","CG9619-CG9238","Gbs-76A-Gbs-70E","2e-112-3e-14",""
"43","gene10413",1,"gene10413","supercont1.31;supercont1.31;supercont1.31;supercont1.31;supercont1.31;supercont1.31","1590716;1593747;1607791;1614715;1616315;1630322","1591218;1594243;1608274;1616260;1616574;1631928","+;+;+;+;+;+",4897,"AAEL001367","EOG8WDH36","FBpp0075739","FBgn0036273","CG10426","CG10426","","","","FBpp0075739-FBpp0070304-FBpp0071670-FBpp0074064","FBgn0036273-FBgn0023508-FBgn0034691-FBgn0030761","CG10426-CG3573-CG6562-CG9784","CG10426-Ocrl-Synj-CG9784","0-1e-32-1e-29-2e-24",""
"44","gene10420",1,"gene10420","supercont1.31","1343099","1345897","+",2799,"AAEL001388",NA,NA,NA,NA,NA,"","","","FBpp0077414-FBpp0079017-FBpp0079581-FBpp0302592-FBpp0085057","FBgn0019830-FBgn0031881-FBgn0032219-FBgn0030218-FBgn0028646","CG3057-CG3476-CG4995-CG1628-CG2139","colt-CG3476-CG4995-CG1628-aralar1","2e-120-5e-82-2e-37-3e-31-2e-27",""
"45","gene10426",2,"gene10426","supercont1.31;supercont1.31","728127;736189","728271;736202","+;+",159,"AAEL001377",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"46","gene10429",2,"gene10429","supercont1.31;supercont1.31;supercont1.31;supercont1.31;supercont1.31;supercont1.31","1468669;1469687;1470193;1482867;1484034;1491180","1469625;1470123;1470315;1482975;1484145;1491670","-;-;-;-;-;-",2229,"AAEL001378","EOG8HX7S2","FBpp0312082","FBgn0036272","CG4300","CG4300","","","","FBpp0075741-FBpp0081556","FBgn0036272-FBgn0037723","CG4300-CG8327","CG4300-SpdS","3e-175-1e-10",""
"47","gene10432",2,"gene10432","supercont1.31;supercont1.31;supercont1.31;supercont1.31;supercont1.31","736461;760103;768869;781949;782280","736658;760225;769720;782218;783110","+;+;+;+;+",2274,"AAEL001360","EOG8ZKNBX","FBpp0307638","FBgn0265935","CG9446","coro","","","","FBpp0085526-FBpp0070926","FBgn0265935-FBgn0029903","CG9446-CG4532","coro-pod1","0-9e-60",""
"48","gene10437",1,"gene10437","supercont1.31;supercont1.31","1352827;1401271","1352931;1401369","+;+",204,"AAEL001376",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"49","gene10450",2,"gene10450","supercont1.364;supercont1.364;supercont1.364","514472;516643;525556","514756;516665;527244","-;-;-",1997,"AAEL009052",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"50","gene10490",1,"gene10490","supercont1.37;supercont1.37","2262015;2263692","2263618;2264125","-;-",2038,"AAEL001610","EOG8BP43Q","FBpp0084991","FBgn0039767","CG2218","CG2218","","","","FBpp0084991-FBpp0078927","FBgn0039767-FBgn0028467","CG2218-CG11070","CG2218-CG11070","2e-65-0.008",""
"51","gene10496",2,"gene10496","supercont1.37;supercont1.37;supercont1.37;supercont1.37","3059357;3070554;3071371;3071565","3059734;3071309;3071502;3071738","+;+;+;+",1440,"AAEL001625","EOG88WFTJ-EOG88WFTJ-EOG88WFTJ","FBpp0070244-FBpp0290527-FBpp0070243","FBgn0029580-FBgn0037292-FBgn0026872","CG14778-CG2022-CG14777","CG14778-CG2022-CG14777","","","","FBpp0070244-FBpp0070243-FBpp0290527-FBpp0112245-FBpp0073040","FBgn0029580-FBgn0026872-FBgn0037292-FBgn0040805-FBgn0052262","CG14778-CG14777-CG2022-CG12355-CG32262","CG14778-CG14777-CG2022-CG12355-CG32262","1e-72-4e-66-4e-49-7e-17-4e-15",""
"52","gene10498",2,"gene10498","supercont1.37;supercont1.37","2255806;2257054","2256997;2257489","-;-",1628,"AAEL001615","EOG80P70P","FBpp0084989","FBgn0039765","CG9688","mRpS18C","","","","FBpp0084989-FBpp0080870-FBpp0081380","FBgn0039765-FBgn0032849-FBgn0051450","CG9688-CG10757-CG31450","mRpS18C-mRpS18B-mRpS18A","3e-51-8e-06-0.002",""
"53","gene10508",1,"gene10508","supercont1.37;supercont1.37;supercont1.37","2292239;2294086;2294584","2293137;2294520;2294801","-;-;-",1552,"AAEL001607","EOG8QRKVZ","FBpp0078951","FBgn0263200","CG9232","Galt","","","","FBpp0078951","FBgn0263200","CG9232","Galt","0",""
"54","gene10514",2,"gene10514","supercont1.37;supercont1.37;supercont1.37;supercont1.37;supercont1.37;supercont1.37","1818525;1835379;1835818;1836459;1849686;1849923","1819376;1835755;1835891;1836535;1849857;1851428","+;+;+;+;+;+",3058,"AAEL001605","EOG85XBNC","FBpp0112004","FBgn0034282","CG5784","Mapmodulin","","","","FBpp0086001-FBpp0088015-FBpp0073239-FBpp0082877-FBpp0077193","FBgn0034282-FBgn0033210-FBgn0030247-FBgn0028992-FBgn0031575","CG5784-CG1406-CG15208-CG5851-CG3980","Mapmodulin-U2A-CG15208-sds22-Cep97","2e-61-4e-08-9e-08-2e-05-4e-04",""
"55","gene10517",3,"gene10517","supercont1.949;supercont1.949;supercont1.949;supercont1.949;supercont1.949","269306;270869;279582;297714;302101","269308;270930;279747;298019;302241","+;+;+;+;+",678,"AAEL013880","EOG81ZJ3C","FBpp0078848","FBgn0029161","CG9131","slmo","","","","FBpp0078848-FBpp0289521-FBpp0078902","FBgn0029161-FBgn0033413-FBgn0031814","CG9131-CG8806-CG9528","slmo-prel-retm","1e-103-1e-16-6e-11",""
