"","internal.gene_id","gr.row","X","Chr","Start","End","Strand","Length","vectorbase.RU","orthoDB.collapsed","flybase.fbpp.collapsed","flybase.fbgn.collapsed","flybase.annot.collapsed","flybase.gene.collapsed","display.name","gene.family","gene.family.specific","dmel.blastx.fbpp","dmel.blastx.fbgn","dmel.blastx.annot","dmel.blastx.gene","dmel.blastx.evalues","reason"
"11","gene10090",2,"gene10090","supercont1.201;supercont1.201;supercont1.201;supercont1.201","1550504;1559076;1559473;1560286","1550690;1559411;1560108;1560878","+;+;+;+",1752,"AAEL006355","EOG81ZJ2S-EOG81ZJ2S-EOG81ZJ2S-EOG81ZJ2S","FBpp0077156-FBpp0087112-FBpp0077155-FBpp0077249","FBgn0014033-FBgn0020377-FBgn0020376-FBgn0031547","CG4099-CG8856-CG31962-CG3212","Sr-CI-Sr-CII-Sr-CIII-Sr-CIV","","","","FBpp0077156-FBpp0087112-FBpp0077249-FBpp0077155-FBpp0086264-FBpp0291317","FBgn0014033-FBgn0020377-FBgn0031547-FBgn0020376-FBgn0040505-FBgn0032797","CG4099-CG8856-CG3212-CG31962-CG8250-CG10186","Sr-CI-Sr-CII-Sr-CIV-Sr-CIII-Alk-CG10186","4e-57-4e-55-4e-51-6e-31-3e-09-3e-06",""
"12","gene10100",7,"gene10100","supercont1.201;supercont1.201;supercont1.201;supercont1.201","1459301;1460665;1467057;1468259","1460583;1461035;1467385;1469131","-;-;-;-",2856,"AAEL006350","EOG805VS0","FBpp0074587","FBgn0036936","CG14185","CG14185","","","","FBpp0074587-FBpp0087638-FBpp0300855","FBgn0036936-FBgn0033408-FBgn0263289","CG14185-CG8800-CG43398","CG14185-CG8800-scrib","1e-37-1e-05-5e-04",""
"13","gene10112",2,"gene10112","supercont1.221;supercont1.221","309178;309455","309392;311005","+;+",1766,"AAEL006815","EOG85MQX1-EOG85MQX1-EOG85MQX1","FBpp0088126-FBpp0088127-FBpp0082070","FBgn0015039-FBgn0015038-FBgn0038037","CG4486-CG4485-CG11466","Cyp9b2-Cyp9b1-Cyp9f2","","","","FBpp0082070-FBpp0086933-FBpp0088126-FBpp0072228-FBpp0088127-FBpp0087770-FBpp0311645-FBpp0086583-FBpp0308423","FBgn0038037-FBgn0033775-FBgn0015039-FBgn0015040-FBgn0015038-FBgn0033304-FBgn0033302-FBgn0033979-FBgn0039519","CG11466-CG17577-CG4486-CG3616-CG4485-CG2397-CG8687-CG10243-CG13977","Cyp9f2-Cyp9h1-Cyp9b2-Cyp9c1-Cyp9b1-Cyp6a13-Cyp6a14-Cyp6a19-Cyp6a18","1e-152-3e-124-1e-123-1e-121-3e-114-3e-90-3e-90-4e-86-7e-84",""
"14","gene10121",2,"gene10121","supercont1.221;supercont1.221","373452;373729","373667;375141","+;+",1629,"AAEL006798","EOG85MQX1-EOG85MQX1-EOG85MQX1","FBpp0088126-FBpp0082070-FBpp0088127","FBgn0015039-FBgn0038037-FBgn0015038","CG4486-CG11466-CG4485","Cyp9b2-Cyp9f2-Cyp9b1","","","","FBpp0082070-FBpp0086933-FBpp0088126-FBpp0072228-FBpp0088127-FBpp0311645-FBpp0087770-FBpp0087100","FBgn0038037-FBgn0033775-FBgn0015039-FBgn0015040-FBgn0015038-FBgn0033302-FBgn0033304-FBgn0025454","CG11466-CG17577-CG4486-CG3616-CG4485-CG8687-CG2397-CG8453","Cyp9f2-Cyp9h1-Cyp9b2-Cyp9c1-Cyp9b1-Cyp6a14-Cyp6a13-Cyp6g1","2e-147-7e-125-5e-119-4e-111-2e-110-8e-89-2e-83-5e-80",""
"15","gene10124",1,"gene10124","supercont1.221;supercont1.221","351924;352199","352139;353901","+;+",1919,"AAEL006793","EOG85MQX1-EOG85MQX1-EOG85MQX1","FBpp0088126-FBpp0082070-FBpp0088127","FBgn0015039-FBgn0038037-FBgn0015038","CG4486-CG11466-CG4485","Cyp9b2-Cyp9f2-Cyp9b1","","","","FBpp0082070-FBpp0088126-FBpp0086933-FBpp0088127-FBpp0072228-FBpp0311645-FBpp0087770-FBpp0086583-FBpp0308668","FBgn0038037-FBgn0015039-FBgn0033775-FBgn0015038-FBgn0015040-FBgn0033302-FBgn0033304-FBgn0033979-FBgn0025454","CG11466-CG4486-CG17577-CG4485-CG3616-CG8687-CG2397-CG10243-CG8453","Cyp9f2-Cyp9b2-Cyp9h1-Cyp9b1-Cyp9c1-Cyp6a14-Cyp6a13-Cyp6a19-Cyp6g1","4e-150-8e-129-3e-128-1e-121-5e-120-2e-92-5e-88-6e-84-1e-81",""
"16","gene10126",3,"gene10126","supercont1.221;supercont1.221","390698;390966","390907;392448","+;+",1693,"AAEL006811","EOG85MQX1-EOG85MQX1-EOG85MQX1","FBpp0082070-FBpp0088127-FBpp0088126","FBgn0038037-FBgn0015038-FBgn0015039","CG11466-CG4485-CG4486","Cyp9f2-Cyp9b1-Cyp9b2","","","","FBpp0082070-FBpp0072228-FBpp0086933-FBpp0088126-FBpp0088127-FBpp0311645-FBpp0084553-FBpp0087770","FBgn0038037-FBgn0015040-FBgn0033775-FBgn0015039-FBgn0015038-FBgn0033302-FBgn0039519-FBgn0033304","CG11466-CG3616-CG17577-CG4486-CG4485-CG8687-CG13977-CG2397","Cyp9f2-Cyp9c1-Cyp9h1-Cyp9b2-Cyp9b1-Cyp6a14-Cyp6a18-Cyp6a13","8e-147-3e-114-1e-112-7e-111-1e-106-1e-92-1e-87-7e-84",""
"17","gene10138",5,"gene10138","supercont1.221;supercont1.221;supercont1.221","1340663;1343801;1350425","1341211;1344077;1350978","-;-;-",1380,"AAEL006787","EOG8258K3","FBpp0078369","FBgn0037368","CG1239","CG1239","","","","FBpp0078369-FBpp0085336-FBpp0073194","FBgn0037368-FBgn0263144-FBgn0035537","CG1239-CG8276-CG11342","CG1239-bin3-CG11342","4e-57-1e-43-2e-12",""
"18","gene10144",3,"gene10144","supercont1.221;supercont1.221;supercont1.221","403766;403933;404224","403785;404163;405616","+;+;+",1644,"AAEL018030","EOG85MQX1-EOG85MQX1-EOG85MQX1","FBpp0088127-FBpp0088126-FBpp0082070","FBgn0015038-FBgn0015039-FBgn0038037","CG4485-CG4486-CG11466","Cyp9b1-Cyp9b2-Cyp9f2","","","","FBpp0082070-FBpp0088126-FBpp0088127-FBpp0086933-FBpp0072228-FBpp0085466-FBpp0311645-FBpp0087770-FBpp0308423","FBgn0038037-FBgn0015039-FBgn0015038-FBgn0033775-FBgn0015040-FBgn0000473-FBgn0033302-FBgn0033304-FBgn0039519","CG11466-CG4486-CG4485-CG17577-CG3616-CG9438-CG8687-CG2397-CG13977","Cyp9f2-Cyp9b2-Cyp9b1-Cyp9h1-Cyp9c1-Cyp6a2-Cyp6a14-Cyp6a13-Cyp6a18","4e-123-2e-113-9e-113-5e-106-9e-100-7e-86-3e-85-4e-83-1e-75",""
"19","gene10146",5,"gene10146","supercont1.265","1323170","1324500","+",1331,"AAEL007590",NA,NA,NA,NA,NA,"","","","FBpp0073669-FBpp0071697-FBpp0086089-FBpp0292990","FBgn0030521-FBgn0034709-FBgn0034229-FBgn0013770","CG10992-CG3074-CG4847-CG6692","CtsB1-Swim-CG4847-Cp1","2e-73-2e-33-3e-15-1e-14",""
"20","gene10155",2,"gene10155","supercont1.265;supercont1.265;supercont1.265;supercont1.265;supercont1.265;supercont1.265","557405;557588;576383;577872;620517;621092","557526;559535;576886;578072;621017;621416","-;-;-;-;-;-",3601,"AAEL007593","EOG89368V","FBpp0082184","FBgn0003450","CG7996","snk","","","","FBpp0082184-FBpp0071174-FBpp0084732-FBpp0289348-FBpp0074401","FBgn0003450-FBgn0030051-FBgn0039630-FBgn0038114-FBgn0030925","CG7996-CG2056-CG11843-CG11670-CG6361","snk-spirit-CG11843-CG11670-Hayan","7e-62-5e-53-5e-48-2e-46-3e-44",""
"21","gene10159",5,"gene10159","supercont1.265","1279678","1280850","+",1173,"AAEL007599",NA,NA,NA,NA,NA,"","","","FBpp0073669-FBpp0071697-FBpp0292990-FBpp0086090","FBgn0030521-FBgn0034709-FBgn0013770-FBgn0034229","CG10992-CG3074-CG6692-CG4847","CtsB1-Swim-Cp1-CG4847","4e-93-4e-44-4e-22-7e-20",""
"22","gene10161",5,"gene10161","supercont1.265","1262510","1264618","-",2109,"AAEL007585",NA,NA,NA,NA,NA,"","","","FBpp0073669-FBpp0071697-FBpp0078464-FBpp0086089","FBgn0030521-FBgn0034709-FBgn0260462-FBgn0034229","CG10992-CG3074-CG12163-CG4847","CtsB1-Swim-CG12163-CG4847","5e-90-2e-44-4e-18-6e-18",""
"23","gene10175",2,"gene10175","supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122","1649812;1650463;1651136;1651365;1651743;1666024","1650398;1650965;1651294;1651680;1651828;1666132","-;-;-;-;-;-",1760,"AAEL004513","EOG8QNQMW-EOG8QNQMW","FBpp0074983-FBpp0070689","FBgn0036727-FBgn0029733","CG7589-CG6927","CG7589-CG6927","","","","FBpp0070689-FBpp0074983-FBpp0085128-FBpp0310354","FBgn0029733-FBgn0036727-FBgn0039840-FBgn0024963","CG6927-CG7589-CG11340-CG7535","CG6927-CG7589-CG11340-GluClalpha","0-0-1e-162-5e-50",""
"24","gene10178",8,"gene10178","supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122","86105;109207;109462;109940;110177","86815;109390;109789;110117;113728","+;+;+;+;+",4953,"AAEL004524",NA,NA,NA,NA,NA,"","","","FBpp0074401-FBpp0074400-FBpp0082184-FBpp0071174","FBgn0030925-FBgn0030926-FBgn0003450-FBgn0030051","CG6361-CG6367-CG7996-CG2056","Hayan-psh-snk-spirit","2e-53-3e-51-6e-44-2e-38",""
"25","gene10180",6,"gene10180","supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122","48296;48729;48969;62552;64778","48663;48906;49266;62729;64877","-;-;-;-;-",1122,"AAEL004518","EOG8T4GM1-EOG8T4GM1","FBpp0074400-FBpp0111913","FBgn0030926-FBgn0030925","CG6367-CG6361","psh-Hayan","","","","FBpp0074401-FBpp0074400-FBpp0071174-FBpp0289348-FBpp0111746","FBgn0030925-FBgn0030926-FBgn0030051-FBgn0038114-FBgn0003450","CG6361-CG6367-CG2056-CG11670-CG7996","Hayan-psh-spirit-CG11670-snk","7e-60-6e-56-5e-42-4e-38-4e-36",""
"26","gene10189",5,"gene10189","supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122;supercont1.122","1784324;1784708;1785545;1790268;1804327;1813799;1838948","1784643;1785480;1785904;1790358;1804462;1814118;1839209","-;-;-;-;-;-;-",2262,"AAEL004532","EOG8SBHQ1-EOG8SBHQ1-EOG8SBHQ1","FBpp0080952-FBpp0080949-FBpp0080951","FBgn0051674-FBgn0032889-FBgn0051673","CG31674-CG9331-CG31673","CG31674-CG9331-CG31673","","","","FBpp0080946","FBgn0032889","CG9331","CG9331","3.00E-110",""
"27","gene10190",5,"gene10190","supercont1.122;supercont1.122;supercont1.122;supercont1.122","1774986;1775084;1775413;1776254","1774993;1775348;1776179;1777010","-;-;-;-",1797,"AAEL004529","EOG8SBHQ1-EOG8SBHQ1-EOG8SBHQ1","FBpp0080949-FBpp0080952-FBpp0080951","FBgn0032889-FBgn0051674-FBgn0051673","CG9331-CG31674-CG31673","CG9331-CG31674-CG31673","","","","FBpp0080946","FBgn0032889","CG9331","CG9331","4.00E-105",""
"28","gene10201",3,"gene10201","supercont1.617;supercont1.617;supercont1.617;supercont1.617;supercont1.617","689944;690012;695449;695708;696199","689948;690552;695651;696133;696706","+;+;+;+;+",1683,"AAEL011824","EOG8BGCMK-EOG8BGCMK","FBpp0297938-FBpp0074393","FBgn0025837-FBgn0030932","CG17636-CG6461","CG17636-Ggt-1","","","","FBpp0111834-FBpp0074393-FBpp0111907","FBgn0025837-FBgn0030932-FBgn0030796","CG17636-CG6461-CG4829","CG17636-Ggt-1-CG4829","3e-148-7e-144-4e-96",""
"29","gene10222",6,"gene10222","supercont1.91;supercont1.91;supercont1.91","249095;250272;253124","250216;253068;253146","+;+;+",3942,"AAEL003565","EOG8TB73C","FBpp0078561","FBgn0263594","CG14648","lost","","","","FBpp0078561","FBgn0263594","CG14648","lost","3.00E-20",""
"30","gene10235",2,"gene10235","supercont1.739;supercont1.739;supercont1.739;supercont1.739;supercont1.739;supercont1.739;supercont1.739","244599;255784;257005;261338;261547;262108;262326","244987;256938;257086;261491;262045;262263;262786","-;-;-;-;-;-;-",2896,"AAEL012776",NA,NA,NA,NA,NA,"","","","FBpp0083525-FBpp0083524-FBpp0288476-FBpp0084770-FBpp0084767","FBgn0051233-FBgn0051343-FBgn0038135-FBgn0051445-FBgn0263236","CG31233-CG31343-CG8773-CG31445-CG11956","CG31233-CG31343-CG8773-CG31445-SP1029","1e-144-1e-129-9e-118-7e-114-6e-111",""
"31","gene10238",5,"gene10238","supercont1.739;supercont1.739;supercont1.739;supercont1.739;supercont1.739;supercont1.739;supercont1.739","167205;167850;168476;168915;174277;174573;187751","167769;168030;168851;171448;174500;176185;188032","-;-;-;-;-;-;-",5775,"AAEL012782",NA,NA,NA,NA,NA,"","","","FBpp0071174-FBpp0082184-FBpp0074401-FBpp0289348-FBpp0082173","FBgn0030051-FBgn0003450-FBgn0030925-FBgn0038114-FBgn0038113","CG2056-CG7996-CG6361-CG11670-CG11668","spirit-snk-Hayan-CG11670-CG11668","2e-18-1e-17-8e-17-6e-16-3e-11",""
"32","gene10242",5,"gene10242","supercont1.739;supercont1.739;supercont1.739;supercont1.739","150196;150320;150908;151162","150253;150849;151097;151254","+;+;+;+",871,"AAEL012777",NA,NA,NA,NA,NA,"","","","FBpp0074401-FBpp0289348-FBpp0082184-FBpp0071174","FBgn0030925-FBgn0038114-FBgn0003450-FBgn0030051","CG6361-CG11670-CG7996-CG2056","Hayan-CG11670-snk-spirit","1e-21-1e-20-3e-20-3e-14",""
"33","gene10251",8,"gene10251","supercont1.348;supercont1.348","777766;778600","778460;778827","-;-",923,"AAEL008770","EOG85B46Z","FBpp0075119","FBgn0002284","CG4097","Prosbeta6","","","","FBpp0075119-FBpp0081488-FBpp0086400-FBpp0077383-FBpp0070782-FBpp0075382-FBpp0080490-FBpp0078449","FBgn0002284-FBgn0026380-FBgn0010590-FBgn0031443-FBgn0029812-FBgn0023174-FBgn0032596-FBgn0250746","CG4097-CG11981-CG8392-CG17302-CG18341-CG3329-CG17331-CG12000","Prosbeta6-Prosbeta3-Prosbeta1-Prosbeta4R2-Prosbeta2R1-Prosbeta2-Prosbeta4-Prosbeta7","1e-120-5e-17-6e-14-1e-07-7e-07-2e-06-3e-06-2e-04",""
"34","gene10282",7,"gene10282","supercont1.776;supercont1.776;supercont1.776;supercont1.776","216924;230387;239463;239687","219806;231521;239621;239965","-;-;-;-",4456,"AAEL013019",NA,NA,NA,NA,NA,"","","","FBpp0079846-FBpp0082061","FBgn0020309-FBgn0038047","CG14938-CG5245","crol-CG5245","2e-18-2e-13",""
"35","gene1029",4,"gene1029","supercont1.219;supercont1.219;supercont1.219","1258059;1258479;1267168","1258397;1259324;1268280","+;+;+",2298,"AAEL006752","EOG879HZZ","FBpp0303123","FBgn0036846","CG6818","MESR6","","","","FBpp0074793","FBgn0036846","CG6818","MESR6","5.00E-100",""
"36","gene10295",2,"gene10295","supercont1.455;supercont1.455;supercont1.455","539395;540581;542538","539968;542481;544053","+;+;+",3991,"AAEL010125",NA,NA,NA,NA,NA,"","","","FBpp0288699-FBpp0076139-FBpp0084911-FBpp0077881-FBpp0086669-FBpp0083429","FBgn0036587-FBgn0036040-FBgn0039728-FBgn0036995-FBgn0261269-FBgn0038866","CG4950-CG6749-CG7896-CG5195-CG8561-CG5810","CG4950-CG6749-CG7896-atk-conv-CG5810","4e-34-2e-20-2e-20-5e-20-5e-20-2e-19",""
"37","gene10301",8,"gene10301","supercont1.455;supercont1.455","443789;445708","445650;445932","-;-",2087,"AAEL010128",NA,NA,NA,NA,NA,"","","","FBpp0080067-FBpp0084911-FBpp0292334-FBpp0288699-FBpp0303959","FBgn0032479-FBgn0039728-FBgn0028872-FBgn0036587-FBgn0036995","CG16974-CG7896-CG18095-CG4950-CG5195","CG16974-CG7896-CG18095-CG4950-atk","4e-14-1e-13-3e-12-5e-12-1e-11",""
"38","gene1034",3,"gene1034","supercont1.219;supercont1.219;supercont1.219;supercont1.219","393198;394165;411947;414621","394094;394417;413992;415388","+;+;+;+",3964,"AAEL006749",NA,NA,NA,NA,NA,"","","","FBpp0271821-FBpp0078117-FBpp0312459-FBpp0291858","FBgn0036679-FBgn0037114-FBgn0036680-FBgn0033603","CG13022-CG7160-CG9665-CG13214","CG13022-Cpr78E-Cpr73D-Cpr47Ef","2e-04-5e-04-8e-04-0.004",""
"39","gene10344",2,"gene10344","supercont1.113;supercont1.113;supercont1.113;supercont1.113","1963952;1974715;1984364;1984568","1964396;1975381;1984505;1986274","+;+;+;+",2961,"AAEL004284","EOG8WWVBT","FBpp0071942","FBgn0040660","CG13551","CG13551","","","","FBpp0071942-FBpp0111636","FBgn0040660-FBgn0085452","CG13551-CG34423","CG13551-CG34423","6e-14-0.004",""
"40","gene10345",2,"gene10345","supercont1.113;supercont1.113;supercont1.113;supercont1.113;supercont1.113","1565959;1568369;1587081;1587398;1587576","1568303;1568701;1587337;1587511;1587855","+;+;+;+;+",3329,"AAEL004273",NA,NA,NA,NA,NA,"","","","FBpp0083754-FBpp0083755-FBpp0291239-FBpp0071071-FBpp0077075-FBpp0303794","FBgn0039043-FBgn0039040-FBgn0032405-FBgn0029994-FBgn0031630-FBgn0032910","CG17121-CG13833-CG14946-CG2254-CG15629-CG9265","CG17121-CG13833-CG14946-CG2254-CG15629-CG9265","1e-52-2e-45-2e-44-1e-39-1e-33-7e-32",""
"41","gene10353",3,"gene10353","supercont1.113;supercont1.113;supercont1.113;supercont1.113;supercont1.113;supercont1.113;supercont1.113;supercont1.113;supercont1.113","1591368;1591638;1591856;1592193;1593512;1593801;1603717;1606930;1624147","1591578;1591788;1592139;1593263;1593731;1594023;1603758;1607737;1624222","-;-;-;-;-;-;-;-;-",3086,"AAEL004299",NA,NA,NA,NA,NA,"","","","FBpp0080129-FBpp0099733-FBpp0079297-FBpp0080131-FBpp0087745-FBpp0072325","FBgn0012037-FBgn0032536-FBgn0016122-FBgn0032535-FBgn0033366-FBgn0035076","CG8827-CG17988-CG10593-CG16869-CG8196-CG10142","Ance-Ance-3-Acer-Ance-2-Ance-4-Ance-5","6e-135-5e-125-2e-111-1e-53-6e-47-7e-46",""
"42","gene10356",2,"gene10356","supercont1.113;supercont1.113;supercont1.113;supercont1.113","1544375;1555063;1555378;1555552","1545263;1555319;1555491;1555998","+;+;+;+",1707,"AAEL004281",NA,NA,NA,NA,NA,"","","","FBpp0083754-FBpp0291239-FBpp0083755-FBpp0071071-FBpp0077075-FBpp0303794","FBgn0039043-FBgn0032405-FBgn0039040-FBgn0029994-FBgn0031630-FBgn0032910","CG17121-CG14946-CG13833-CG2254-CG15629-CG9265","CG17121-CG14946-CG13833-CG2254-CG15629-CG9265","1e-51-5e-46-8e-46-4e-40-8e-31-4e-30",""
"43","gene10363",3,"gene10363","supercont1.113;supercont1.113;supercont1.113;supercont1.113;supercont1.113;supercont1.113","1841867;1842148;1858594;1868631;1892547;1892798","1842071;1842501;1858854;1869022;1892741;1893564","+;+;+;+;+;+",2174,"AAEL004278","EOG8FTZRB-EOG8FTZRB","FBpp0080486-FBpp0080465","FBgn0000406-FBgn0032603","CG13279-CG17928","Cyt-b5-r-CG17928","","","","FBpp0080486-FBpp0080465-FBpp0087979-FBpp0075245-FBpp0088808","FBgn0000406-FBgn0032603-FBgn0264294-FBgn0036575-FBgn0029854","CG13279-CG17928-CG2140-CG5157-CG3566","Cyt-b5-r-CG17928-Cyt-b5-CG5157-CG3566","3e-158-1e-142-8e-08-5e-06-4e-04",""
"44","gene10367",3,"gene10367","supercont1.113;supercont1.113;supercont1.113","1275439;1275868;1282580","1275795;1276206;1283546","+;+;+",1663,"AAEL004301",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"45","gene1037",5,"gene1037","supercont1.219;supercont1.219;supercont1.219","1583819;1583947;1591851","1583884;1584988;1592011","+;+;+",1269,"AAEL006734","EOG8FR3H6","FBpp0076000","FBgn0027615","CG6404","CG6404","","","","FBpp0076000-FBpp0076251","FBgn0027615-FBgn0035960","CG6404-CG4942","CG6404-CG4942","1e-171-8e-18",""
"46","gene10399",2,"gene10399","supercont1.195;supercont1.195;supercont1.195;supercont1.195","333955;359960;361231;361828","333961;360362;361768;362247","+;+;+;+",1368,"AAEL006224","EOG8THZKC","FBpp0076882","FBgn0035588","CG10672","CG10672","","","","FBpp0076882-FBpp0070179-FBpp0070533-FBpp0078385-FBpp0078386-FBpp0074425-FBpp0078357","FBgn0035588-FBgn0040349-FBgn0029648-FBgn0051548-FBgn0051546-FBgn0030968-FBgn0037354","CG10672-CG3699-CG3603-CG31548-CG31546-CG7322-CG12171","CG10672-CG3699-CG3603-CG31548-CG31546-CG7322-CG12171","1e-120-3e-35-2e-30-9e-30-8e-28-2e-27-1e-26",""
"47","gene10409",2,"gene10409","supercont1.31;supercont1.31;supercont1.31","594747;594914;596109","594845;595112;596140","-;-;-",330,"AAEL001392",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
