"","internal.gene_id","gr.row","X","Chr","Start","End","Strand","Length","vectorbase.RU","orthoDB.collapsed","flybase.fbpp.collapsed","flybase.fbgn.collapsed","flybase.annot.collapsed","flybase.gene.collapsed","display.name","gene.family","gene.family.specific","dmel.blastx.fbpp","dmel.blastx.fbgn","dmel.blastx.annot","dmel.blastx.gene","dmel.blastx.evalues","reason"
"11","gene10476",2,"gene10476","supercont1.726;supercont1.726;supercont1.726;supercont1.726;supercont1.726;supercont1.726","450088;450911;451487;455994;457504;459789","450837;451434;451874;457448;459730;460160","+;+;+;+;+;+",5716,"AAEL012698","EOG880MMV","FBpp0297618","FBgn0031170","CG1718","CG1718","","","","FBpp0074959-FBpp0297618-FBpp0300324-FBpp0308625-FBpp0304585-FBpp0110241-FBpp0307229","FBgn0036747-FBgn0031170-FBgn0261998-FBgn0034493-FBgn0031169-FBgn0028539-FBgn0051213","CG6052-CG1718-CG42816-CG8908-CG1494-CG31731-CG31213","CG6052-CG1718-CG42816-CG8908-CG1494-CG31731-CG31213","0-0-0-8e-167-8e-148-1e-132-1e-95",""
"12","gene10518",1,"gene10518","supercont1.949;supercont1.949;supercont1.949;supercont1.949;supercont1.949;supercont1.949;supercont1.949","208938;221875;223549;233452;239004;259390;259518","210038;222249;224323;234686;239224;259456;259656","-;-;-;-;-;-;-",3913,"AAEL013877","EOG8W9MW4-EOG8W9MW4","FBpp0079209-FBpp0078734","FBgn0031997-FBgn0031717","CG8455-CG6957","PGAP5-Oscillin","","","","FBpp0297904","FBgn0031717","CG6957","Oscillin","3.00E-163",""
"13","gene10530",2,"gene10530","supercont1.213;supercont1.213;supercont1.213","486360;487276;487766","487216;487710;488357","-;-;-",1884,"AAEL006617","EOG8030JF-EOG8030JF","FBpp0289589-FBpp0090945","FBgn0053510-FBgn0053509","CG33510-CG33509","CG33510-CG33509","","","","FBpp0289589-FBpp0312336-FBpp0090945-FBpp0080993-FBpp0082982-FBpp0074596-FBpp0307199","FBgn0053510-FBgn0053511-FBgn0053509-FBgn0032913-FBgn0038581-FBgn0036956-FBgn0037936","CG33510-CG33511-CG33509-CG9259-CG14314-CG13813-CG6908","CG33510-CG33511-CG33509-CG9259-CG14314-CG13813-CG6908","2e-52-2e-47-9e-37-1e-32-8e-15-9e-14-3e-12",""
"14","gene10550",5,"gene10550","supercont1.213;supercont1.213;supercont1.213;supercont1.213;supercont1.213","509862;510799;527105;539479;557252","510685;510925;528343;541717;557876","+;+;+;+;+",5054,"AAEL006600",NA,NA,NA,NA,NA,"","","","FBpp0080993-FBpp0090945-FBpp0312336-FBpp0289589-FBpp0078912-FBpp0074596-FBpp0081915-FBpp0088587-FBpp0084196-FBpp0081913-FBpp0081914-FBpp0074289","FBgn0032913-FBgn0053509-FBgn0053511-FBgn0053510-FBgn0031801-FBgn0036956-FBgn0037934-FBgn0039313-FBgn0039310-FBgn0037936-FBgn0037935-FBgn0030895","CG9259-CG33509-CG33511-CG33510-CG9498-CG13813-CG6830-CG11892-CG11878-CG6908-CG6834-CG7135","CG9259-CG33509-CG33511-CG33510-CG9498-CG13813-CG6830-CG11892-CG11878-CG6908-CG6834-CG7135","3e-80-8e-32-2e-30-8e-26-4e-24-3e-22-1e-19-1e-19-8e-19-2e-14-8e-14-3e-13",""
"15","gene10602",2,"gene10602","supercont1.82;supercont1.82;supercont1.82;supercont1.82","1218240;1218358;1227650;1227832","1218299;1224198;1227771;1229950","+;+;+;+",8142,"AAEL003229","EOG812PWN","FBpp0081863","FBgn0037897","CG5270","CG5270","","","","FBpp0081863","FBgn0037897","CG5270","CG5270","0",""
"16","gene1062",5,"gene1062","supercont1.738;supercont1.738;supercont1.738;supercont1.738;supercont1.738","196983;201403;202095;202856;210426","197742;202029;202280;205400;211099","-;-;-;-;-",4792,"AAEL012762",NA,NA,NA,NA,NA,"","","","FBpp0081379-FBpp0085074-FBpp0082136-FBpp0073352-FBpp0070094-FBpp0070371-FBpp0070410-FBpp0073845","FBgn0037601-FBgn0015032-FBgn0038076-FBgn0030304-FBgn0010019-FBgn0011576-FBgn0023541-FBgn0030615","CG9716-CG1438-CG6802-CG11715-CG3972-CG3466-CG3540-CG9081","Cyp313b1-Cyp4c3-Cyp313a4-Cyp4g15-Cyp4g1-Cyp4d2-Cyp4d14-Cyp4s3","2e-67-3e-67-7e-64-4e-59-2e-58-8e-56-2e-55-2e-50",""
"17","gene10625",2,"gene10625","supercont1.82;supercont1.82;supercont1.82;supercont1.82;supercont1.82;supercont1.82","1236606;1236817;1237926;1238262;1238578;1249304","1236754;1237025;1238197;1238516;1238909;1249517","-;-;-;-;-;-",1431,"AAEL003283","EOG8X3KRG","FBpp0306407","FBgn0266756","CG44012","btsz","","","","FBpp0306400-FBpp0089328","FBgn0266756-FBgn0039900","CG44012-CG2381","btsz-Syt7","0-1e-20",""
"18","gene10665",2,"gene10665","supercont1.82","1234311","1234478","+",168,"AAEL017485",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"19","gene10666",2,"gene10666","supercont1.82;supercont1.82","1229246;1233109","1229620;1233138","-;-",405,"AAEL003224","EOG8ZSCW1","FBpp0088161","FBgn0026199","CG1838","myo","","","","FBpp0088161-FBpp0088273-FBpp0077404-FBpp0072036-FBpp0077451","FBgn0026199-FBgn0024913-FBgn0031461-FBgn0024234-FBgn0000490","CG1838-CG11062-CG16987-CG5562-CG9885","myo-Actbeta-daw-gbb-dpp","2e-42-9e-15-1e-14-1e-13-1e-11",""
"20","gene10691",1,"gene10691","supercont1.128;supercont1.128;supercont1.128","300249;309754;315534","301050;310295;317310","+;+;+",3121,"AAEL004728","EOG8SBHQ0","FBpp0080732","FBgn0032726","CG10621","CG10621","","","","FBpp0080732-FBpp0080731","FBgn0032726-FBgn0032727","CG10621-CG10623","CG10621-CG10623","1e-148-1e-109",""
"21","gene10706",4,"gene10706","supercont1.128;supercont1.128;supercont1.128;supercont1.128","604927;605852;606166;607246","605796;606103;607178;607555","+;+;+;+",2445,"AAEL004724",NA,NA,NA,NA,NA,"","","","FBpp0081074-FBpp0070594-FBpp0086361-FBpp0081071-FBpp0086362-FBpp0071746-FBpp0071604","FBgn0015575-FBgn0029690-FBgn0034076-FBgn0261393-FBgn0010052-FBgn0034736-FBgn0000326","CG1112-CG6414-CG8424-CG1089-CG8425-CG6018-CG9858","alpha-Est7-CG6414-Jhedup-alpha-Est5-Jhe-CG6018-clt","3e-59-4e-52-5e-52-2e-51-2e-50-5e-50-6e-50",""
"22","gene10708",1,"gene10708","supercont1.128;supercont1.128;supercont1.128;supercont1.128;supercont1.128;supercont1.128;supercont1.128;supercont1.128","1250525;1262421;1262662;1262998;1304106;1332760;1333543;1333580","1251991;1262599;1262936;1263392;1305543;1333535;1333577;1333737","-;-;-;-;-;-;-;-",4723,"AAEL004710","EOG8577Z0","FBpp0077037","FBgn0014395","CG14620","tilB","","","","FBpp0076580","FBgn0052380","CG32380","SMSr","4.00E-60",""
"23","gene10718",2,"gene10718","supercont1.182;supercont1.182;supercont1.182;supercont1.182;supercont1.182;supercont1.182","1177382;1177827;1198496;1203800;1208845;1270207","1177747;1177903;1199056;1203978;1209296;1270353","-;-;-;-;-;-",1782,"AAEL005957",NA,NA,NA,NA,NA,"","","","FBpp0074636-FBpp0078767","FBgn0036939-FBgn0031735","CG7365-CG11029","CG7365-CG11029","7e-94-1e-80",""
"24","gene10819",4,"gene10819","supercont1.429;supercont1.429","427691;427955","427883;429682","+;+",1921,"AAEL009792",NA,NA,NA,NA,NA,"","","","FBpp0076507-FBpp0083431-FBpp0077881-FBpp0080183-FBpp0080064","FBgn0268063-FBgn0038865-FBgn0036995-FBgn0003255-FBgn0032484","CG32372-CG10824-CG5195-CG8930-CG9431","ltl-cDIP-atk-rk-kek4","1e-07-2e-06-3e-06-4e-06-3e-05",""
"25","gene10972",1,"gene10972","supercont1.399;supercont1.399;supercont1.399;supercont1.399","962377;962971;963862;989502","962906;963279;964017;989872","-;-;-;-",1366,"AAEL009483","EOG8SJ86N","FBpp0073388","FBgn0030309","CG1572","CG1572","","","","FBpp0073388","FBgn0030309","CG1572","CG1572","3.00E-41",""
"26","gene11032",6,"gene11032","supercont1.242;supercont1.242;supercont1.242;supercont1.242;supercont1.242;supercont1.242;supercont1.242;supercont1.242;supercont1.242","1410183;1448307;1454705;1487219;1509193;1509911;1510336;1517119;1522447","1410652;1448971;1454920;1487627;1509839;1510276;1510492;1518665;1523961","+;+;+;+;+;+;+;+;+",5992,"AAEL007197","EOG8QG050","FBpp0302706","FBgn0263776","CG43693","CG43693","","","","FBpp0302700-FBpp0079271","FBgn0263776-FBgn0032036","CG43693-CG13384","CG43693-CG13384","0-1e-153",""
"27","gene11123",6,"gene11123","supercont1.869;supercont1.869;supercont1.869;supercont1.869","375821;376052;376500;376824","375992;376444;376764;377964","+;+;+;+",1971,"AAEL013554",NA,NA,NA,NA,NA,"","","","FBpp0078701-FBpp0078703-FBpp0087674-FBpp0289683-FBpp0087673-FBpp0087672-FBpp0070371-FBpp0085074-FBpp0070410","FBgn0031693-FBgn0031695-FBgn0033397-FBgn0031694-FBgn0015037-FBgn0033395-FBgn0011576-FBgn0015032-FBgn0023541","CG14032-CG14031-CG10843-CG17970-CG10842-CG1944-CG3466-CG1438-CG3540","Cyp4ac1-Cyp4ac3-Cyp4p3-Cyp4ac2-Cyp4p1-Cyp4p2-Cyp4d2-Cyp4c3-Cyp4d14","3e-105-2e-103-2e-103-4e-103-4e-100-2e-96-3e-91-5e-91-4e-82",""
"28","gene11141",1,"gene11141","supercont1.1016;supercont1.1016;supercont1.1016;supercont1.1016","284086;286383;289622;290160","284664;286769;290098;291606","+;+;+;+",2890,"AAEL014141",NA,NA,NA,NA,NA,"","","","FBpp0079171-FBpp0085524","FBgn0031973-FBgn0265137","CG7219-CG9453","Spn28Dc-Spn42Da","5e-64-3e-29",""
"29","gene11153",7,"gene11153","supercont1.288;supercont1.288;supercont1.288;supercont1.288","273272;304476;304675;305296","273893;304611;305234;306551","+;+;+;+",2574,"AAEL007892",NA,NA,NA,NA,NA,"","","","FBpp0080509-FBpp0082118","FBgn0026150-FBgn0038072","CG6291-CG6225","ApepP-CG6225","0-1e-102",""
"30","gene11156",1,"gene11156","supercont1.288","252007","252525","+",519,"AAEL007905",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"31","gene11167",1,"gene11167","supercont1.288;supercont1.288;supercont1.288;supercont1.288","239150;247698;248064;250574","239185;248001;248218;251436","+;+;+;+",1358,"AAEL007909","EOG8GB9XZ","FBpp0073608","FBgn0030482","CG1673","CG1673","","","","FBpp0073608","FBgn0030482","CG1673","CG1673","1.00E-99",""
"32","gene11241",1,"gene11241","supercont1.392;supercont1.392;supercont1.392;supercont1.392;supercont1.392;supercont1.392;supercont1.392","594057;610043;612047;612379;612688;613478;621475","594717;611898;612322;612569;613414;613762;622079","-;-;-;-;-;-;-",4601,"AAEL009362","EOG8284RW","FBpp0099766","FBgn0036493","CG7255","CG7255","","","","FBpp0099766-FBpp0074925-FBpp0078206","FBgn0036493-FBgn0036764-FBgn0037203","CG7255-CG5535-CG11128","CG7255-CG5535-slif","0-2e-160-7e-153",""
"33","gene11415",1,"gene11415","supercont1.873;supercont1.873;supercont1.873;supercont1.873;supercont1.873;supercont1.873","35706;36095;48345;62294;116761;116923","36036;36234;48532;62501;116849;117273","+;+;+;+;+;+",1307,"AAEL013576",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"34","gene11517",1,"gene11517","supercont1.2203;supercont1.2203;supercont1.2203;supercont1.2203;supercont1.2203","2991;3118;3436;3636;3801","3060;3379;3607;3735;4093","+;+;+;+;+",897,"AAEL015432",NA,NA,NA,NA,NA,"","","","FBpp0082539-FBpp0077068-FBpp0083832-FBpp0301202-FBpp0084481-FBpp0290158-FBpp0308322","FBgn0000533-FBgn0031619-FBgn0039102-FBgn0039272-FBgn0039494-FBgn0027930-FBgn0037515","CG4920-CG3355-CG16705-CG11836-CG5896-CG1102-CG3066","ea-CG3355-SPE-CG11836-grass-MP1-Sp7","5e-45-2e-40-4e-40-2e-39-3e-39-7e-39-3e-37",""
"35","gene11529",3,"gene11529","supercont1.11;supercont1.11;supercont1.11;supercont1.11;supercont1.11;supercont1.11;supercont1.11;supercont1.11;supercont1.11","2246569;2249362;2269496;2270069;2270284;2270560;2274405;2274647;2281452","2247095;2249490;2270005;2270214;2270497;2270919;2274581;2274825;2281759","+;+;+;+;+;+;+;+;+",2550,"AAEL000589","EOG8PZMZ4","FBpp0082840","FBgn0266465","CG5169","GckIII","","","","FBpp0082840-FBpp0085688-FBpp0085691-FBpp0305556","FBgn0266465-FBgn0261456-FBgn0263395-FBgn0010909","CG5169-CG11228-CG7097-CG16973","GckIII-hpo-hppy-msn","0-4e-80-3e-65-1e-63",""
"36","gene11537",2,"gene11537","supercont1.11","4198426","4199637","+",1212,"AAEL017183",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"37","gene1160",1,"gene1160","supercont1.209;supercont1.209;supercont1.209;supercont1.209;supercont1.209;supercont1.209;supercont1.209","400703;402130;402434;402624;424562;424740;431314","402040;402371;402566;403534;424671;425047;431670","-;-;-;-;-;-;-",3399,"AAEL006514","EOG87DD6V","FBpp0077083","FBgn0031645","CG3036","CG3036","","","","FBpp0077083-FBpp0086593-FBpp0073555-FBpp0085628-FBpp0083297","FBgn0031645-FBgn0016684-FBgn0030452-FBgn0034490-FBgn0038799","CG3036-CG10207-CG4330-CG9864-CG4288","CG3036-NaPi-T-MFS10-CG9864-MFS9","0-6e-103-2e-98-9e-91-9e-88",""
"38","gene11669",2,"gene11669","supercont1.910;supercont1.910;supercont1.910;supercont1.910","202180;203347;230710;238327","203111;203750;231174;239357","-;-;-;-",2832,"AAEL018265","EOG873SGQ","FBpp0271913","FBgn0038315","CG14866","CG14866","","","","FBpp0082537-FBpp0080742-FBpp0077228-FBpp0071176-FBpp0304329","FBgn0038315-FBgn0016675-FBgn0040104-FBgn0030050-FBgn0264341","CG14866-CG9976-CG3410-CG12111-CG43797","CG14866-Lectin-galC1-lectin-24A-CG12111-CG43797","2e-78-6e-04-0.003-0.005-0.007",""
"39","gene11671",2,"gene11671","supercont1.910","181447","183199","+",1753,"AAEL017018",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"40","gene11683",8,"gene11683","supercont1.697;supercont1.697;supercont1.697;supercont1.697;supercont1.697","272423;273488;275829;295236;296230","273258;275758;275873;296171;296302","+;+;+;+;+",4161,"AAEL012439","EOG8SR0NS","FBpp0070006","FBgn0031092","CG9577","CG9577","","","","FBpp0070006-FBpp0086769-FBpp0086993-FBpp0072484-FBpp0082063-FBpp0079474-FBpp0079454-FBpp0086132","FBgn0031092-FBgn0033879-FBgn0033761-FBgn0035169-FBgn0038049-FBgn0032161-FBgn0028479-FBgn0034191","CG9577-CG6543-CG8778-CG13890-CG5844-CG4594-CG4389-CG6984","CG9577-CG6543-CG8778-CG13890-CG5844-CG4594-Mtpalpha-CG6984","2e-127-2e-23-3e-20-2e-13-6e-11-2e-10-2e-09-3e-09",""
"41","gene11723",1,"gene11723","supercont1.523;supercont1.523;supercont1.523;supercont1.523","657016;657517;657759;660958","657452;657702;658355;661036","-;-;-;-",1299,"AAEL010937",NA,NA,NA,NA,NA,"","","","FBpp0075597-FBpp0074025-FBpp0086590-FBpp0077735-FBpp0085902-FBpp0070422","FBgn0036354-FBgn0040207-FBgn0033972-FBgn0021874-FBgn0261119-FBgn0040066","CG10191-CG13956-CG12797-CG2863-CG5519-CG17437","Poc1-kat80-Ciao1-Nle-Prp19-wds","5e-06-7e-05-8e-05-3e-04-0.002-0.003",""
"42","gene11739",3,"gene11739","supercont1.14;supercont1.14;supercont1.14;supercont1.14;supercont1.14;supercont1.14;supercont1.14;supercont1.14;supercont1.14","796472;824048;824937;826345;838070;839394;847172;879948;904805","805776;824738;826267;826499;838801;839888;848859;879974;906664","-;-;-;-;-;-;-;-;-",16284,"AAEL000712","EOG89S8XX-EOG89S8XX","FBpp0080014-FBpp0088895","FBgn0032473-FBgn0262160","CG5204-CG9932","CG5204-CG9932","","","","FBpp0301960-FBpp0080014-FBpp0289959-FBpp0308848","FBgn0262160-FBgn0032473-FBgn0028647-FBgn0029939","CG9932-CG5204-CG11902-CG9650","CG9932-CG5204-CG11902-CG9650","3e-62-3e-54-6e-06-9e-05",""
"43","gene11746",7,"gene11746","supercont1.14;supercont1.14;supercont1.14;supercont1.14;supercont1.14;supercont1.14","319525;336700;338872;347565;362831;363325","320058;337824;339211;347751;363178;363887","-;-;-;-;-;-",3097,"AAEL000714","EOG8Q5CF5","FBpp0290531","FBgn0026438","CG3159","Eaat2","","","","FBpp0077707-FBpp0079400","FBgn0026438-FBgn0026439","CG3159-CG3747","Eaat2-Eaat1","2e-170-1e-65",""
"44","gene11762",1,"gene11762","supercont1.14;supercont1.14;supercont1.14;supercont1.14;supercont1.14","1196660;1234082;1234379;1234736;1236410","1197384;1234313;1234675;1236342;1237360","+;+;+;+;+",3812,"AAEL000703","EOG8D81WX","FBpp0077501","FBgn0004507","CG7254","GlyP","","","","FBpp0077501","FBgn0004507","CG7254","GlyP","0",""
"45","gene11836",6,"gene11836","supercont1.16;supercont1.16;supercont1.16","283224;283428;283874","283364;283868;285283","+;+;+",1992,"AAEL000765","EOG805VRG-EOG805VRG-EOG805VRG-EOG805VRG","FBpp0077690-FBpp0073484-FBpp0088363-FBpp0072365","FBgn0002563-FBgn0002562-FBgn0002565-FBgn0002564","CG4178-CG2559-CG6806-CG6821","Lsp1beta-Lsp1alpha-Lsp2-Lsp1gamma","","","","FBpp0077690-FBpp0072365-FBpp0088363-FBpp0073484-FBpp0291496-FBpp0087744-FBpp0291497-FBpp0301841","FBgn0002563-FBgn0002564-FBgn0002565-FBgn0002562-FBgn0261363-FBgn0033367-FBgn0283437-FBgn0036782","CG4178-CG6821-CG6806-CG2559-CG42640-CG8193-CG42639-CG7320","Lsp1beta-Lsp1gamma-Lsp2-Lsp1alpha-PPO3-PPO2-PPO1-CG7320","4e-169-2e-158-9e-134-4e-124-4e-63-1e-62-4e-51-6e-41",""
"46","gene11853",3,"gene11853","supercont1.16;supercont1.16;supercont1.16;supercont1.16;supercont1.16;supercont1.16","3784205;3788180;3788457;3788745;3788937;3814927","3785652;3788391;3788672;3788870;3792340;3815965","-;-;-;-;-;-",6445,"AAEL000794","EOG8FR3GT","FBpp0086380","FBgn0034087","CG8443","clu","","","","FBpp0086380-FBpp0075683","FBgn0034087-FBgn0010235","CG8443-CG5433","clu-Klc","0-1e-04",""
"47","gene11903",1,"gene11903","supercont1.980;supercont1.980;supercont1.980;supercont1.980","118159;124957;125819;126130","118159;125756;126071;127581","-;-;-;-",2506,"AAEL014005",NA,NA,NA,NA,NA,"","","","FBpp0082539-FBpp0078543-FBpp0307429-FBpp0085001-FBpp0083832-FBpp0071322-FBpp0311347","FBgn0000533-FBgn0027930-FBgn0039798-FBgn0039758-FBgn0039102-FBgn0019929-FBgn0039759","CG4920-CG1102-CG11313-CG9737-CG16705-CG2045-CG9733","ea-MP1-CG11313-CG9737-SPE-Ser7-CG9733","4e-32-3e-28-1e-27-5e-27-3e-26-3e-25-7e-25",""
"48","gene11904",1,"gene11904","supercont1.980;supercont1.980;supercont1.980;supercont1.980","131291;131894;132252;132567","131831;132192;132501;132673","-;-;-;-",1197,"AAEL014004",NA,NA,NA,NA,NA,"","","","FBpp0082539-FBpp0081237-FBpp0078543-FBpp0085001-FBpp0083832-FBpp0311347","FBgn0000533-FBgn0037515-FBgn0027930-FBgn0039758-FBgn0039102-FBgn0039759","CG4920-CG3066-CG1102-CG9737-CG16705-CG9733","ea-Sp7-MP1-CG9737-SPE-CG9733","9e-47-6e-46-2e-43-4e-42-1e-40-2e-40",""
"49","gene1200",6,"gene1200","supercont1.705;supercont1.705;supercont1.705;supercont1.705","186296;241965;242302;242847","186507;242238;242782;243159","-;-;-;-",1280,"AAEL012525","EOG85TGDK","FBpp0078992","FBgn0031873","CG9207","Gas41","","","","FBpp0078992-FBpp0082538-FBpp0079312-FBpp0070481","FBgn0031873-FBgn0026441-FBgn0027490-FBgn0025838","CG9207-CG4913-CG13400-CG2652","Gas41-ear-D12-CG2652","6e-120-6e-12-2e-10-3e-06",""
"50","gene12014",5,"gene12014","supercont1.416;supercont1.416;supercont1.416;supercont1.416","108626;119404;143575;146036","109867;121750;145815;146487","-;-;-;-",6282,"AAEL009662","EOG8F20TB","FBpp0083688","FBgn0038968","CG12499","CG12499","","","","FBpp0083688","FBgn0038968","CG12499","CG12499","0",""
"51","gene12041",8,"gene12041","supercont1.88;supercont1.88;supercont1.88;supercont1.88;supercont1.88;supercont1.88","895070;911142;915509;931831;934845;935132","895120;911278;916501;934246;935071;936529","+;+;+;+;+;+",5222,"AAEL003497","EOG86433Q","FBpp0087266","FBgn0025373","CG12389","Fpps","","","","FBpp0087266","FBgn0025373","CG12389","Fpps","3.00E-174",""
"52","gene12135",1,"gene12135","supercont1.191;supercont1.191;supercont1.191","160255;162048;167329","161988;167246;167415","-;-;-",7020,"AAEL006138",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"53","gene12148",1,"gene12148","supercont1.191","37742","47341","+",9600,"AAEL006126",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"54","gene12248",1,"gene12248","supercont1.25;supercont1.25;supercont1.25;supercont1.25;supercont1.25;supercont1.25;supercont1.25;supercont1.25;supercont1.25","3468441;3468995;3469986;3470196;3476630;3476968;3477082;3477214;3506864","3468937;3469919;3470126;3470350;3476697;3477019;3477147;3477663;3506952","-;-;-;-;-;-;-;-;-",2443,"AAEL001198","EOG8MKR6G-EOG8MKR6G-EOG8MKR6G-EOG8MKR6G","FBpp0079253-FBpp0300177-FBpp0300178-FBpp0291992","FBgn0031998-FBgn0053124-FBgn0051668-FBgn0051262","CG8451-CG33124-CG31668-CG31262","SLC5A11-CG33124-CG31668-CG31262","","","","FBpp0079253-FBpp0300178-FBpp0300177-FBpp0289330-FBpp0081881-FBpp0288577-FBpp0071015","FBgn0031998-FBgn0051668-FBgn0053124-FBgn0051262-FBgn0037895-FBgn0250757-FBgn0029950","CG8451-CG31668-CG33124-CG31262-CG6723-CG42235-CG9657","SLC5A11-CG31668-CG33124-CG31262-CG6723-CG42235-CG9657","0-3e-178-2e-172-2e-164-5e-119-2e-117-1e-116",""
