"","internal.gene_id","gr.row","X","Chr","Start","End","Strand","Length","vectorbase.RU","orthoDB.collapsed","flybase.fbpp.collapsed","flybase.fbgn.collapsed","flybase.annot.collapsed","flybase.gene.collapsed","display.name","gene.family","gene.family.specific","dmel.blastx.fbpp","dmel.blastx.fbgn","dmel.blastx.annot","dmel.blastx.gene","dmel.blastx.evalues","reason"
"20","gene10845",1,"gene10845","supercont1.71;supercont1.71;supercont1.71;supercont1.71","1179978;1180473;1181686;1190996","1180407;1181624;1182398;1191769","-;-;-;-",3069,"AAEL002904",NA,NA,NA,NA,NA,"","","","FBpp0078912-FBpp0078913-FBpp0070142-FBpp0074289-FBpp0112997-FBpp0289408-FBpp0084238-FBpp0297095","FBgn0031801-FBgn0031800-FBgn0025620-FBgn0030895-FBgn0039311-FBgn0039309-FBgn0039312-FBgn0039321","CG9498-CG9497-CG13360-CG7135-CG10513-CG11891-CG10514-CG10550","CG9498-CG9497-CG13360-CG7135-CG10513-CG11891-CG10514-CG10550","4e-64-5e-59-2e-55-2e-53-1e-45-4e-42-2e-40-4e-38",""
"21","gene10847",1,"gene10847","supercont1.71;supercont1.71;supercont1.71;supercont1.71","765865;782393;784020;784556","767150;782649;784491;784744","-;-;-;-",2204,"AAEL002888","EOG82Z7FQ","FBpp0289234","FBgn0259704","CG42358","Nsun5","","","","FBpp0289234-FBpp0087045-FBpp0078204-FBpp0070637-FBpp0077624","FBgn0259704-FBgn0033741-FBgn0037200-FBgn0026079-FBgn0031308","CG42358-CG8545-CG11109-CG6133-CG4749","Nsun5-CG8545-CG11109-Nsun2-CG4749","1e-112-8e-22-1e-16-2e-14-4e-07",""
"22","gene10870",1,"gene10870","supercont1.71;supercont1.71","2840558;2840752","2840680;2842687","+;+",2059,"AAEL002915",NA,NA,NA,NA,NA,"","","","FBpp0079713-FBpp0079683-FBpp0082239-FBpp0293062-FBpp0290373-FBpp0077854-FBpp0292848","FBgn0023496-FBgn0032265-FBgn0023495-FBgn0032264-FBgn0038070-FBgn0036996-FBgn0038068","CG7279-CG18301-CG8823-CG6113-CG6753-CG5932-CG11600","Lip1-CG18301-Lip3-Lip4-CG6753-mag-CG11600","1e-44-7e-43-3e-41-6e-40-7e-40-9e-39-7e-38",""
"23","gene10910",1,"gene10910","supercont1.581;supercont1.581;supercont1.581","242844;243676;243904","243614;243841;244225","+;+;+",1259,"AAEL017998","EOG85TGDB","FBpp0072789","FBgn0035316","CG15878","CG15878","","","","FBpp0072789","FBgn0035316","CG15878","CG15878","7.00E-07",""
"24","gene10970",1,"gene10970","supercont1.399;supercont1.399","375941;378787","378286;379380","+;+",2940,"AAEL009487",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"25","gene10979",1,"gene10979","supercont1.399;supercont1.399;supercont1.399","100488;103406;103625","103345;103559;104260","+;+;+",3648,"AAEL017115","EOG8S4S6G","FBpp0074185","FBgn0030815","CG8945","CG8945","","","","FBpp0074185-FBpp0070798-FBpp0079464-FBpp0079463-FBpp0079139-FBpp0070801-FBpp0079138-FBpp0076604-FBpp0076565","FBgn0030815-FBgn0029807-FBgn0032144-FBgn0032143-FBgn0031929-FBgn0029804-FBgn0031930-FBgn0035718-FBgn0035780","CG8945-CG3108-CG17633-CG4017-CG18585-CG3097-CG7025-CG14820-CG18417","CG8945-CG3108-CG17633-CG4017-CG18585-CG3097-CG7025-CG14820-CG18417","4e-119-3e-60-2e-51-2e-49-6e-49-2e-48-5e-47-2e-46-6e-46",""
"26","gene10993",1,"gene10993","supercont1.532;supercont1.532;supercont1.532;supercont1.532;supercont1.532;supercont1.532;supercont1.532;supercont1.532","556550;557564;560661;561306;567544;590578;669044;720681","557324;558143;561189;561330;567973;590674;669492;720972","-;-;-;-;-;-;-;-",3177,"AAEL011004",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"27","gene11024",4,"gene11024","supercont1.162;supercont1.162;supercont1.162","127992;133475;149902","127998;134198;156351","+;+;+",7181,"AAEL005553","EOG8XH2QM","FBpp0110277","FBgn0031885","CG13778","Mnn1","","","","FBpp0079029","FBgn0031885","CG13778","Mnn1","0",""
"28","gene11038",1,"gene11038","supercont1.242;supercont1.242;supercont1.242;supercont1.242;supercont1.242","1039012;1039167;1039778;1040279;1045435","1039050;1039719;1039942;1040409;1046228","+;+;+;+;+",1682,"AAEL007196","EOG8KSSB3","FBpp0072302","FBgn0035088","CG3776","CG3776","","","","FBpp0072302","FBgn0035088","CG3776","CG3776","5.00E-88",""
"29","gene11080",1,"gene11080","supercont1.409;supercont1.409;supercont1.409;supercont1.409;supercont1.409","959973;960484;960763;961059;961484","960319;960700;960969;961274;961877","-;-;-;-;-",1381,"AAEL009580","EOG870X7Q","FBpp0077026","FBgn0031097","CG17052","obst-A","","","","FBpp0077026-FBpp0079524-FBpp0078268-FBpp0078795-FBpp0077027-FBpp0076254","FBgn0031097-FBgn0027600-FBgn0026077-FBgn0031737-FBgn0022770-FBgn0023479","CG17052-CG4778-CG10287-CG11142-CG17058-CG4821","obst-A-obst-B-Gasp-obst-E-Peritrophin-A-Tequila","9e-91-3e-57-3e-38-3e-35-5e-21-5e-16",""
"30","gene11133",1,"gene11133","supercont1.869;supercont1.869;supercont1.869;supercont1.869","326119;326522;326812;327261","326270;326747;327199;327556","+;+;+;+",1062,"AAEL013560","EOG8FXV11","FBpp0076601","FBgn0028648","CG8612","mRpL50","","","","FBpp0076601","FBgn0028648","CG8612","mRpL50","6.00E-66",""
"31","gene11181",1,"gene11181","supercont1.677;supercont1.677;supercont1.677;supercont1.677;supercont1.677;supercont1.677","246578;252563;253101;261484;261921;266479","247854;252695;253578;261620;262018;266875","-;-;-;-;-;-",2520,"AAEL012312","EOG81K244","FBpp0076827","FBgn0035630","CG10576","CG10576","","","","FBpp0076827-FBpp0079462-FBpp0084120","FBgn0035630-FBgn0025117-FBgn0039219","CG10576-CG4008-CG13630","CG10576-und-CG13630","0-4e-20-0.006",""
"32","gene11188",1,"gene11188","supercont1.677;supercont1.677;supercont1.677;supercont1.677","161377;175411;176925;188831","161952;176861;177077;190798","+;+;+;+",4148,"AAEL012307","EOG8TB72S","FBpp0076407","FBgn0027549","CG7927","CG7927","","","","FBpp0306074","FBgn0027549","CG7927","CG7927","8.00E-172",""
"33","gene11238",1,"gene11238","supercont1.392;supercont1.392;supercont1.392;supercont1.392;supercont1.392;supercont1.392","738044;799335;817945;832589;942194;972989","738337;799411;818140;832696;942355;973096","+;+;+;+;+;+",945,"AAEL009369",NA,NA,NA,NA,NA,"","","","FBpp0073003","FBgn0026259","CG10840","eIF5B","4.00E-113",""
"34","gene11271",1,"gene11271","supercont1.57","3066226","3068231","+",2006,"AAEL002459","EOG8DZ4MJ","FBpp0271753","FBgn0030400","CG11138","CG11138","","","","FBpp0304107","FBgn0030400","CG11138","CG11138","1.00E-30",""
"35","gene11306",1,"gene11306","supercont1.85;supercont1.85;supercont1.85","108114;120785;121815","110489;121749;122530","-;-;-",4057,"AAEL003379","EOG82JRGS","FBpp0082510","FBgn0038304","CG12241","CG12241","","","","FBpp0082510-FBpp0078058-FBpp0081889-FBpp0082705-FBpp0076332-FBpp0304710","FBgn0038304-FBgn0037074-FBgn0037917-FBgn0038401-FBgn0035879-FBgn0261928","CG12241-CG7324-CG5344-CG5916-CG7112-CG42795","CG12241-CG7324-wkd-CG5916-GAPcenA-CG42795","0-2e-32-1e-25-7e-25-3e-21-2e-18",""
"36","gene1134",1,"gene1134","supercont1.209;supercont1.209;supercont1.209","450506;451116;474208","450836;451455;476418","+;+;+",2882,"AAEL006531","EOG8B8N4P","FBpp0079893","FBgn0032397","CG6756","Tom70","","","","FBpp0079893-FBpp0085420-FBpp0082765-FBpp0081284","FBgn0032397-FBgn0261403-FBgn0038428-FBgn0010812","CG6756-CG10392-CG14894-CG2708","Tom70-sxc-CG14894-unc-45","7e-178-3e-09-3e-07-1e-06",""
"37","gene11350",1,"gene11350","supercont1.560;supercont1.560","242227;269738","243713;270242","+;+",1992,"AAEL011249","EOG8BK7VR","FBpp0081347","FBgn0037574","CG9613","Coq2","","","","FBpp0081347","FBgn0037574","CG9613","Coq2","4.00E-140",""
"38","gene11378",1,"gene11378","supercont1.21;supercont1.21;supercont1.21","2195300;2196786;2202498","2196079;2199782;2203134","-;-;-",4414,"AAEL001036","EOG8T4GKN","FBpp0307426","FBgn0037926","CG10535","Elp1","","","","FBpp0081896","FBgn0037926","CG10535","Elp1","0",""
"39","gene11400",1,"gene11400","supercont1.21;supercont1.21;supercont1.21","2678476;2678771;2681080","2678700;2681018;2681452","+;+;+",2846,"AAEL001037","EOG890B1R","FBpp0073943","FBgn0030720","CG8939","CG8939","","","","FBpp0073943-FBpp0083432-FBpp0082832-FBpp0083225-FBpp0088518-FBpp0070639","FBgn0030720-FBgn0038861-FBgn0038471-FBgn0038737-FBgn0026309-FBgn0029693","CG8939-CG7009-CG5220-CG11447-CG5032-CG6379","CG8939-CG7009-CG5220-CG11447-aft-CG6379","9e-148-9e-35-2e-30-4e-21-6e-04-0.001",""
"40","gene11413",1,"gene11413","supercont1.21;supercont1.21","2683017;2704458","2683827;2707369","-;-",3723,"AAEL001019","EOG8HDWJP","FBpp0075148","FBgn0053158","CG33158","CG33158","","","","FBpp0075148-FBpp0085265-FBpp0084626-FBpp0099977-FBpp0079041-FBpp0310632-FBpp0290603","FBgn0053158-FBgn0000559-FBgn0039566-FBgn0024182-FBgn0263133-FBgn0051159-FBgn0024556","CG33158-CG2238-CG4849-CG1410-CG4567-CG31159-CG6050","CG33158-EF2-CG4849-waw-ico-EF-G2-EfTuM","0-7e-152-2e-96-4e-21-8e-18-1e-13-6e-10",""
"41","gene11486",1,"gene11486","supercont1.145;supercont1.145;supercont1.145;supercont1.145;supercont1.145;supercont1.145;supercont1.145;supercont1.145;supercont1.145;supercont1.145;supercont1.145","963191;975757;999096;1010340;1010595;1049712;1074320;1074991;1092752;1135483;1148698","975659;975867;999285;1010530;1010736;1049936;1074422;1075105;1093832;1135738;1150618","-;-;-;-;-;-;-;-;-;-;-",16804,"AAEL005204","EOG8RFPJC","FBpp0088024","FBgn0033196","CG1358","CG1358","","","","FBpp0088022","FBgn0033196","CG1358","CG1358","0",""
"42","gene1156",4,"gene1156","supercont1.209;supercont1.209;supercont1.209","1388729;1391635;1403149","1391375;1393255;1403507","-;-;-",4627,"AAEL006519","EOG8B2WNP","FBpp0077166","FBgn0031590","CG3702","CG3702","","","","FBpp0077166-FBpp0073557","FBgn0031590-FBgn0030456","CG3702-CG4332","CG3702-CG4332","0-4e-80",""
"43","gene11669",1,"gene11669","supercont1.910;supercont1.910;supercont1.910;supercont1.910","202180;203347;230710;238327","203111;203750;231174;239357","-;-;-;-",2832,"AAEL018265","EOG873SGQ","FBpp0271913","FBgn0038315","CG14866","CG14866","","","","FBpp0082537-FBpp0080742-FBpp0077228-FBpp0071176-FBpp0304329","FBgn0038315-FBgn0016675-FBgn0040104-FBgn0030050-FBgn0264341","CG14866-CG9976-CG3410-CG12111-CG43797","CG14866-Lectin-galC1-lectin-24A-CG12111-CG43797","2e-78-6e-04-0.003-0.005-0.007",""
"44","gene11671",1,"gene11671","supercont1.910","181447","183199","+",1753,"AAEL017018",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"45","gene11672",1,"gene11672","supercont1.910;supercont1.910;supercont1.910;supercont1.910","50338;50819;64525;65113","50754;51141;65048;65446","-;-;-;-",1598,"AAEL013749","EOG808R0Z","FBpp0087151","FBgn0033672","CG8972","rho-7","","","","FBpp0087151","FBgn0033672","CG8972","rho-7","2.00E-110",""
"46","gene11677",1,"gene11677","supercont1.910;supercont1.910;supercont1.910;supercont1.910;supercont1.910;supercont1.910","92243;123790;123997;124230;124833;144621","93631;123899;124129;124452;125054;161403","+;+;+;+;+;+",18860,"AAEL013752","EOG844P9N","FBpp0303225","FBgn0037445","CG9727","CG9727","","","","FBpp0081227-FBpp0297137-FBpp0085953","FBgn0037445-FBgn0020379-FBgn0027836","CG9727-CG6312-CG5729","CG9727-Rfx-Dgp-1","4e-63-4e-14-3e-05",""
"47","gene11685",1,"gene11685","supercont1.697;supercont1.697;supercont1.697;supercont1.697;supercont1.697","439227;476165;476388;476891;488260","440888;476326;476833;477059;489991","+;+;+;+;+",4171,"AAEL012444","EOG8FBMJD","FBpp0083985","FBgn0039178","CG6356","CG6356","","","","FBpp0083985-FBpp0083983-FBpp0083982-FBpp0086928-FBpp0085642","FBgn0039178-FBgn0019952-FBgn0086365-FBgn0033778-FBgn0034479","CG6356-CG6331-CG13610-CG3790-CG8654","CG6356-Orct-Orct2-CG3790-CG8654","4e-169-3e-62-4e-59-2e-49-9e-48",""
"48","gene11691",1,"gene11691","supercont1.697","357924","369085","+",11162,"AAEL012443","EOG84J58C-EOG84J58C","FBpp0083982-FBpp0083983","FBgn0086365-FBgn0019952","CG13610-CG6331","Orct2-Orct","","","","FBpp0083982-FBpp0083983-FBpp0086928-FBpp0082730-FBpp0086878-FBpp0078124-FBpp0307149","FBgn0086365-FBgn0019952-FBgn0033778-FBgn0038407-FBgn0033809-FBgn0037140-FBgn0032879","CG13610-CG6331-CG3790-CG6126-CG4630-CG7442-CG9317","Orct2-Orct-CG3790-CG6126-CG4630-CG7442-CG9317","0-0-2e-102-5e-99-1e-98-5e-81-2e-80",""
"49","gene11706",1,"gene11706","supercont1.825;supercont1.825","416264;416718","416653;417021","-;-",694,"AAEL013332",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"50","gene11796",1,"gene11796","supercont1.922;supercont1.922;supercont1.922;supercont1.922;supercont1.922;supercont1.922;supercont1.922;supercont1.922;supercont1.922;supercont1.922","33860;35823;36087;36408;36998;100069;100407;100651;121536;122589","35765;36029;36350;36941;37183;100326;100592;102145;122204;123445","-;-;-;-;-;-;-;-;-;-",6562,"AAEL018266",NA,NA,NA,NA,NA,"","","","FBpp0289357","FBgn0259745","CG42396","wech","0.004",""
"51","gene11848",1,"gene11848","supercont1.16;supercont1.16","196200;196634","196572;198840","+;+",2580,"AAEL000762",NA,NA,NA,NA,NA,"","","","FBpp0080180-FBpp0085638-FBpp0076139-FBpp0076893-FBpp0080183-FBpp0085620-FBpp0311062","FBgn0028872-FBgn0034476-FBgn0036040-FBgn0000709-FBgn0003255-FBgn0004364-FBgn0260793","CG18095-CG8595-CG6749-CG1484-CG8930-CG8896-CG42573","CG18095-Toll-7-CG6749-fliI-rk-18w-2mit","2e-08-4e-08-5e-08-3e-07-5e-07-6e-07-1e-06",""
"52","gene11900",1,"gene11900","supercont1.844;supercont1.844;supercont1.844;supercont1.844;supercont1.844;supercont1.844;supercont1.844;supercont1.844;supercont1.844;supercont1.844;supercont1.844","151018;192273;192581;200048;229656;229791;230026;230263;230489;230736;238773","152429;192394;192702;201339;229720;229969;230200;230424;230680;230913;241265","+;+;+;+;+;+;+;+;+;+;+",6392,"AAEL013431","EOG886C41","FBpp0076903","FBgn0003423","CG1417","slgA","","","","FBpp0076902","FBgn0003423","CG1417","slgA","0",""
"53","gene1193",1,"gene1193","supercont1.745;supercont1.745;supercont1.745;supercont1.745","407956;418743;418891;419125","409703;418831;419056;419507","-;-;-;-",2386,"AAEL012820","EOG8QJVDG","FBpp0082370","FBgn0010340","CG9852","140up","","","","FBpp0082370","FBgn0010340","CG9852","140up","2.00E-92",""
"54","gene11939",1,"gene11939","supercont1.20;supercont1.20","2820780;2839445","2822608;2839901","-;-",2286,"AAEL000996","EOG80KBQD","FBpp0070227","FBgn0024360","CG11418","CG11418","","","","FBpp0070227-FBpp0293575-FBpp0073417-FBpp0305518","FBgn0024360-FBgn0038934-FBgn0260780-FBgn0037470","CG11418-CG5732-CG15737-CG1091","CG11418-Gld2-wisp-CG1091","0-1e-23-1e-18-2e-13",""
"55","gene1195",1,"gene1195","supercont1.705;supercont1.705;supercont1.705;supercont1.705","266941;268738;302562;332792","268344;269814;302773;333307","-;-;-;-",3209,"AAEL012522","EOG8TMTSQ","FBpp0077623","FBgn0031307","CG4726","MFS3","","","","FBpp0077623-FBpp0086261-FBpp0073555-FBpp0080090-FBpp0079876","FBgn0031307-FBgn0024315-FBgn0030452-FBgn0028513-FBgn0010497","CG4726-CG8098-CG4330-CG9254-CG5304","MFS3-Picot-MFS10-CG9254-dmGlut","0-5e-108-1e-106-4e-92-1e-89",""
"56","gene11965",1,"gene11965","supercont1.999;supercont1.999","64667;74263","65789;75667","-;-",2528,"AAEL014077","EOG8QNQN0-EOG8QNQN0","FBpp0080719-FBpp0085457","FBgn0002021-FBgn0033093","CG10655-CG3270","l(2)37Bb-CG3270","","","","FBpp0080719-FBpp0085457-FBpp0088528-FBpp0070620","FBgn0002021-FBgn0033093-FBgn0034276-FBgn0029706","CG10655-CG3270-CG6385-CG3626","l(2)37Bb-CG3270-Sardh-CG3626","4e-174-2e-165-1e-09-0.002",""
"57","gene12014",1,"gene12014","supercont1.416;supercont1.416;supercont1.416;supercont1.416","108626;119404;143575;146036","109867;121750;145815;146487","-;-;-;-",6282,"AAEL009662","EOG8F20TB","FBpp0083688","FBgn0038968","CG12499","CG12499","","","","FBpp0083688","FBgn0038968","CG12499","CG12499","0",""
"58","gene12015",1,"gene12015","supercont1.416;supercont1.416;supercont1.416;supercont1.416;supercont1.416;supercont1.416;supercont1.416;supercont1.416;supercont1.416;supercont1.416;supercont1.416","217632;218218;239284;240316;240513;249877;261546;266156;293122;306706;333814","218152;220849;240255;240447;240864;250821;261581;266393;294769;307618;335126","-;-;-;-;-;-;-;-;-;-;-",9702,"AAEL009658","EOG8H48V2-EOG8H48V2","FBpp0086296-FBpp0071468","FBgn0034121-FBgn0003748","CG6262-CG9364","CG6262-Treh","","","","FBpp0071464-FBpp0086296","FBgn0003748-FBgn0034121","CG9364-CG6262","Treh-CG6262","0-1e-149",""
"59","gene12077",1,"gene12077","supercont1.310;supercont1.310;supercont1.310;supercont1.310","655855;661778;662310;662680","655855;662247;662614;663696","+;+;+;+",1793,"AAEL008279","EOG87DD6J-EOG87DD6J-EOG87DD6J-EOG87DD6J","FBpp0087617-FBpp0087586-FBpp0073145-FBpp0099382","FBgn0050339-FBgn0033437-FBgn0053514-FBgn0053966","CG30339-CG12926-CG33514-CG33966","CG30339-CG12926-CG33514-CG33966","","","","FBpp0099382-FBpp0087586-FBpp0073145-FBpp0087617-FBpp0078953-FBpp0099381-FBpp0078439-FBpp0083837-FBpp0087615-FBpp0070865","FBgn0053966-FBgn0033437-FBgn0053514-FBgn0050339-FBgn0051636-FBgn0053965-FBgn0037323-FBgn0039107-FBgn0033434-FBgn0029863","CG33966-CG12926-CG33514-CG30339-CG31636-CG33965-CG2663-CG10300-CG1902-CG3823","CG33966-CG12926-CG33514-CG30339-CG31636-CG33965-CG2663-CG10300-CG1902-CG3823","3e-71-2e-69-2e-59-3e-58-3e-57-1e-51-1e-46-1e-43-6e-28-3e-14",""
